scenario,base_scenario,replicate,seed,burn_in_deaths,analyzed_target_deaths,total_deaths_simulated,n_observed_deaths_analyzed,stopped_by_target,burn_in_time,raw_final_time,total_time_for_analyzed_1000_deaths_after_burnin,observed_death_rate_after_burnin,mean_inter_death_time_after_burnin,median_inter_death_time_after_burnin,accepted_activations_total,activation_candidates,death_candidates,activation_rejected,death_rejected,active_center_expirations,erk_zone_expirations,all_proposals,spatial_bins_per_axis_for_plot,t_zone_area,outside_t_zone_area,t_zone_observed_deaths,outside_t_zone_observed_deaths,t_zone_observed_fraction,t_zone_area_fraction,t_zone_death_density,outside_t_zone_death_density,t_zone_density_ratio,t_zone_binomial_test_k,t_zone_binomial_test_n,t_zone_binomial_null_probability_area_fraction,t_zone_binomial_observed_fraction,t_zone_binomial_p_value_greater,t_zone_binomial_significant_0p05,lambda_a_1,lambda_a_T,lambda_a_c,lambda_a_T_over_lambda_a_c,lambda_d,beta_a_R,beta_a_T,beta_d_R,beta_d_T
T0p5_c0p005_ratio_1e2_betaR5p0_betaT3p0__rep02,T0p5_c0p005_ratio_1e2_betaR5p0_betaT3p0,2,1002,500,1000,1500,1000,True,267.7239512407912,763.0482352613451,495.3242840205539,2.0188794134682566,0.4953242840205539,0.2912602998680427,25065,383190,76675,358125,75175,25041,1498,486404,20,44.44444444444445,55.55555555555555,911,89,0.911,0.4444444444444445,20.4975,1.602,12.794943820224718,911,1000,0.4444444444444445,0.911,3.212407236322101e-215,True,5.0,0.5,0.005,100.0,1.0,5.0,3.0,2.0,0.8
T0p5_c0p005_ratio_1e2_betaR5p0_betaT3p0__rep03,T0p5_c0p005_ratio_1e2_betaR5p0_betaT3p0,3,1003,500,1000,1500,1000,True,258.54540451352227,730.0476926970099,471.5022881834876,2.1208804815192,0.4715022881834876,0.2732201930931524,24475,364662,73082,340187,71582,24456,1497,463697,20,44.44444444444445,55.55555555555555,902,98,0.902,0.4444444444444445,20.294999999999998,1.7640000000000002,11.505102040816324,902,1000,0.4444444444444445,0.902,1.757646730209179e-205,True,5.0,0.5,0.005,100.0,1.0,5.0,3.0,2.0,0.8
T0p5_c0p005_ratio_1e2_betaR5p0_betaT3p0__rep04,T0p5_c0p005_ratio_1e2_betaR5p0_betaT3p0,4,1004,500,1000,1500,1000,True,225.77751792750658,713.9341404013124,488.1566224738059,2.0485228591847267,0.4881566224738059,0.29985442154921316,24176,357260,71541,333084,70041,24153,1494,454448,20,44.44444444444445,55.55555555555555,905,95,0.905,0.4444444444444445,20.362499999999997,1.7100000000000002,11.907894736842103,905,1000,0.4444444444444445,0.905,1.1080862577756982e-208,True,5.0,0.5,0.005,100.0,1.0,5.0,3.0,2.0,0.8
T0p5_c0p005_ratio_1e2_betaR5p0_betaT3p0__rep05,T0p5_c0p005_ratio_1e2_betaR5p0_betaT3p0,5,1005,500,1000,1500,1000,True,267.4582648199138,752.2332154183305,484.7749505984167,2.062812855254956,0.4847749505984167,0.29073085096510454,25047,376082,74814,351035,73314,25034,1496,477426,20,44.44444444444445,55.55555555555555,900,100,0.9,0.4444444444444445,20.249999999999996,1.8000000000000003,11.249999999999996,900,1000,0.4444444444444445,0.9,2.259350268660129e-203,True,5.0,0.5,0.005,100.0,1.0,5.0,3.0,2.0,0.8
T0p5_c0p005_ratio_1e2_betaR5p0_betaT5p0__rep01,T0p5_c0p005_ratio_1e2_betaR5p0_betaT5p0,1,1001,500,1000,1500,1000,True,419.13279525600683,1276.1649691679265,857.0321739119197,1.1668173382984028,0.8570321739119197,0.49196202445688186,36696,637628,127766,600932,126266,36688,1498,803580,20,44.44444444444445,55.55555555555555,923,77,0.923,0.4444444444444445,20.7675,1.3860000000000001,14.98376623376623,923,1000,0.4444444444444445,0.923,6.968189947356058e-229,True,5.0,0.5,0.005,100.0,1.0,5.0,5.0,2.0,0.8
T0p5_c0p005_ratio_1e2_betaR5p0_betaT5p0__rep02,T0p5_c0p005_ratio_1e2_betaR5p0_betaT5p0,2,1002,500,1000,1500,1000,True,437.0188037786636,1312.5841822215766,875.565378442913,1.1421191662219203,0.875565378442913,0.5363252343936438,37308,657992,131225,620684,129725,37294,1499,828010,20,44.44444444444445,55.55555555555555,907,93,0.907,0.4444444444444445,20.4075,1.6740000000000002,12.190860215053762,907,1000,0.4444444444444445,0.907,7.690399260947758e-211,True,5.0,0.5,0.005,100.0,1.0,5.0,5.0,2.0,0.8
T0p5_c0p005_ratio_1e2_betaR5p0_betaT5p0__rep03,T0p5_c0p005_ratio_1e2_betaR5p0_betaT5p0,3,1003,500,1000,1500,1000,True,451.05499330983764,1278.2843954040627,827.2294020942251,1.2088545178258734,0.827229402094225,0.45992176684859487,36053,639224,127321,603171,125821,36048,1498,804091,20,44.44444444444445,55.55555555555555,917,83,0.917,0.4444444444444445,20.632499999999997,1.4940000000000002,13.810240963855417,917,1000,0.4444444444444445,0.917,5.986458745597878e-222,True,5.0,0.5,0.005,100.0,1.0,5.0,5.0,2.0,0.8
T0p5_c0p005_ratio_1e2_betaR5p0_betaT5p0__rep04,T0p5_c0p005_ratio_1e2_betaR5p0_betaT5p0,4,1004,500,1000,1500,1000,True,406.88436280730076,1295.2406937391038,888.3563309318031,1.1256744227297768,0.8883563309318031,0.5130046555771344,36970,646824,129383,609854,127883,36962,1498,814667,20,44.44444444444445,55.55555555555555,912,88,0.912,0.4444444444444445,20.519999999999996,1.584,12.954545454545451,912,1000,0.4444444444444445,0.912,2.5053221062113312e-216,True,5.0,0.5,0.005,100.0,1.0,5.0,5.0,2.0,0.8
T0p5_c0p005_ratio_1e2_betaR5p0_betaT5p0__rep05,T0p5_c0p005_ratio_1e2_betaR5p0_betaT5p0,5,1005,500,1000,1500,1000,True,435.8643553102431,1299.6712598621548,863.8069045519117,1.1576661343297976,0.8638069045519117,0.4744179650170963,36586,649118,130426,612532,128926,36581,1499,817624,20,44.44444444444445,55.55555555555555,907,93,0.907,0.4444444444444445,20.4075,1.6740000000000002,12.190860215053762,907,1000,0.4444444444444445,0.907,7.690399260947758e-211,True,5.0,0.5,0.005,100.0,1.0,5.0,5.0,2.0,0.8
T0p5_c0p005_ratio_1e2_betaR7p5_betaT1p2__rep01,T0p5_c0p005_ratio_1e2_betaR7p5_betaT1p2,1,1001,500,1000,1500,1000,True,218.75354780839072,630.7306770138763,411.97712920548554,2.427319210482728,0.4119771292054855,0.26201327630354854,22677,316095,63550,293418,62050,22644,1498,403787,20,44.44444444444445,55.55555555555555,930,70,0.93,0.4444444444444445,20.924999999999997,1.2600000000000002,16.60714285714285,930,1000,0.4444444444444445,0.93,2.990143783831025e-237,True,5.0,0.5,0.005,100.0,1.0,7.5,1.2,2.0,0.8
T0p5_c0p005_ratio_1e2_betaR7p5_betaT1p2__rep02,T0p5_c0p005_ratio_1e2_betaR7p5_betaT1p2,2,1002,500,1000,1500,1000,True,217.38264763865487,663.9409432739401,446.5582956352852,2.2393492849066314,0.4465582956352852,0.29202726251571676,23382,333859,66719,310477,65219,23348,1495,425421,20,44.44444444444445,55.55555555555555,953,47,0.953,0.4444444444444445,21.4425,0.8460000000000001,25.34574468085106,953,1000,0.4444444444444445,0.953,3.1630698174071197e-267,True,5.0,0.5,0.005,100.0,1.0,7.5,1.2,2.0,0.8
T0p5_c0p005_ratio_1e2_betaR7p5_betaT1p2__rep03,T0p5_c0p005_ratio_1e2_betaR7p5_betaT1p2,3,1003,500,1000,1500,1000,True,248.72030033811322,658.3027161448626,409.5824158067494,2.441511064458938,0.4095824158067494,0.26107919209030683,22938,329380,65804,306442,64304,22894,1497,419575,20,44.44444444444445,55.55555555555555,919,81,0.919,0.4444444444444445,20.6775,1.4580000000000002,14.182098765432096,919,1000,0.4444444444444445,0.919,3.084594039061662e-224,True,5.0,0.5,0.005,100.0,1.0,7.5,1.2,2.0,0.8
T0p5_c0p005_ratio_1e2_betaR7p5_betaT1p2__rep04,T0p5_c0p005_ratio_1e2_betaR7p5_betaT1p2,4,1004,500,1000,1500,1000,True,197.89071547994917,654.5398342521681,456.64911877221897,2.1898651697580735,0.456649118772219,0.2730876605914716,23052,327115,65377,304063,63877,23034,1497,417023,20,44.44444444444445,55.55555555555555,912,88,0.912,0.4444444444444445,20.519999999999996,1.584,12.954545454545451,912,1000,0.4444444444444445,0.912,2.5053221062113312e-216,True,5.0,0.5,0.005,100.0,1.0,7.5,1.2,2.0,0.8
T0p5_c0p005_ratio_1e2_betaR7p5_betaT1p2__rep05,T0p5_c0p005_ratio_1e2_betaR7p5_betaT1p2,5,1005,500,1000,1500,1000,True,220.6579047280502,654.1562500393494,433.4983453112992,2.3068138801819202,0.4334983453112992,0.271446343423861,23216,327093,65088,303877,63588,23184,1498,416863,20,44.44444444444445,55.55555555555555,948,52,0.948,0.4444444444444445,21.33,0.936,22.788461538461537,948,1000,0.4444444444444445,0.948,2.418689631651045e-260,True,5.0,0.5,0.005,100.0,1.0,7.5,1.2,2.0,0.8
T0p5_c0p005_ratio_1e2_betaR7p5_betaT2p0__rep01,T0p5_c0p005_ratio_1e2_betaR7p5_betaT2p0,1,1001,500,1000,1500,1000,True,369.7475626551376,1171.9245778761865,802.1770152210489,1.246607645227081,0.8021770152210489,0.4896598710893727,34450,585977,117220,551527,115720,34428,1497,739122,20,44.44444444444445,55.55555555555555,929,71,0.929,0.4444444444444445,20.902499999999996,1.278,16.355633802816897,929,1000,0.4444444444444445,0.929,4.900650671173773e-236,True,5.0,0.5,0.005,100.0,1.0,7.5,2.0,2.0,0.8
T0p5_c0p005_ratio_1e2_betaR7p5_betaT2p0__rep02,T0p5_c0p005_ratio_1e2_betaR7p5_betaT2p0,2,1002,500,1000,1500,1000,True,395.9039056333249,1172.6987477091152,776.7948420757903,1.2873411946553992,0.7767948420757903,0.49062612377440473,34189,588368,117098,554179,115598,34173,1497,741136,20,44.44444444444445,55.55555555555555,926,74,0.926,0.4444444444444445,20.834999999999997,1.332,15.64189189189189,926,1000,0.4444444444444445,0.926,1.972556138572983e-232,True,5.0,0.5,0.005,100.0,1.0,7.5,2.0,2.0,0.8
T0p5_c0p005_ratio_1e2_betaR7p5_betaT2p0__rep03,T0p5_c0p005_ratio_1e2_betaR7p5_betaT2p0,3,1003,500,1000,1500,1000,True,437.94119074846856,1174.7313800206002,736.7901892721317,1.357238484659915,0.7367901892721317,0.49694313499367126,34295,586820,116710,552525,115210,34283,1498,739311,20,44.44444444444445,55.55555555555555,938,62,0.938,0.4444444444444445,21.104999999999997,1.116,18.91129032258064,938,1000,0.4444444444444445,0.938,3.2578234916682977e-247,True,5.0,0.5,0.005,100.0,1.0,7.5,2.0,2.0,0.8
T0p5_c0p005_ratio_1e2_betaR7p5_betaT2p0__rep04,T0p5_c0p005_ratio_1e2_betaR7p5_betaT2p0,4,1004,500,1000,1500,1000,True,368.9757390744289,1134.262263674178,765.2865245997491,1.3067001284558197,0.7652865245997491,0.4524494558796732,32955,567112,113063,534157,111563,32941,1498,714614,20,44.44444444444445,55.55555555555555,937,63,0.937,0.4444444444444445,21.082499999999996,1.1340000000000001,18.591269841269835,937,1000,0.4444444444444445,0.937,6.068990203341252e-246,True,5.0,0.5,0.005,100.0,1.0,7.5,2.0,2.0,0.8
T0p5_c0p005_ratio_1e2_betaR7p5_betaT2p0__rep05,T0p5_c0p005_ratio_1e2_betaR7p5_betaT2p0,5,1005,500,1000,1500,1000,True,372.76386393767655,1187.8849814719626,815.1211175342861,1.2268115479880661,0.8151211175342861,0.5180936914968015,34249,593859,118965,559610,117465,34238,1499,748561,20,44.44444444444445,55.55555555555555,928,72,0.928,0.4444444444444445,20.88,1.296,16.11111111111111,928,1000,0.4444444444444445,0.928,7.911801379621607e-235,True,5.0,0.5,0.005,100.0,1.0,7.5,2.0,2.0,0.8
T0p5_c0p005_ratio_1e2_betaR7p5_betaT3p0__rep01,T0p5_c0p005_ratio_1e2_betaR7p5_betaT3p0,1,1001,500,1000,1500,1000,True,557.8933396444304,1773.8743084800024,1215.980968835572,0.8223812918368318,1.215980968835572,0.7631406572583046,47653,885730,177345,838077,175845,47643,1497,1112215,20,44.44444444444445,55.55555555555555,941,59,0.941,0.4444444444444445,21.172499999999996,1.062,19.936440677966097,941,1000,0.4444444444444445,0.941,4.544071236599038e-251,True,5.0,0.5,0.005,100.0,1.0,7.5,3.0,2.0,0.8
T0p5_c0p005_ratio_1e2_betaR7p5_betaT3p0__rep02,T0p5_c0p005_ratio_1e2_betaR7p5_betaT3p0,2,1002,500,1000,1500,1000,True,581.0231867793907,1776.3342752653346,1195.3110884859439,0.8366022951118631,1.195311088485944,0.768952440045382,47220,889384,177723,842164,176223,47204,1499,1115810,20,44.44444444444445,55.55555555555555,942,58,0.942,0.4444444444444445,21.194999999999997,1.044,20.301724137931032,942,1000,0.4444444444444445,0.942,2.274703172552884e-252,True,5.0,0.5,0.005,100.0,1.0,7.5,3.0,2.0,0.8
T0p5_c0p005_ratio_1e2_betaR7p5_betaT3p0__rep03,T0p5_c0p005_ratio_1e2_betaR7p5_betaT3p0,3,1003,500,1000,1500,1000,True,605.9947780131046,1740.6074609041739,1134.6126828910692,0.881358030876169,1.1346126828910692,0.6721360965389636,46062,869351,173219,823289,171719,46043,1497,1090110,20,44.44444444444445,55.55555555555555,955,45,0.955,0.4444444444444445,21.487499999999997,0.81,26.52777777777777,955,1000,0.4444444444444445,0.955,4.795129188467924e-270,True,5.0,0.5,0.005,100.0,1.0,7.5,3.0,2.0,0.8
T0p5_c0p005_ratio_1e2_betaR7p5_betaT3p0__rep04,T0p5_c0p005_ratio_1e2_betaR7p5_betaT3p0,4,1004,500,1000,1500,1000,True,588.8279305046595,1778.903499196828,1190.0755686921684,0.8402827738905256,1.1900755686921685,0.7895205736214166,47379,888779,177828,841400,176328,47373,1497,1115477,20,44.44444444444445,55.55555555555555,944,56,0.944,0.4444444444444445,21.24,1.008,21.07142857142857,944,1000,0.4444444444444445,0.944,5.396406404015527e-255,True,5.0,0.5,0.005,100.0,1.0,7.5,3.0,2.0,0.8
T0p5_c0p005_ratio_1e2_betaR7p5_betaT3p0__rep05,T0p5_c0p005_ratio_1e2_betaR7p5_betaT3p0,5,1005,500,1000,1500,1000,True,596.4873926751227,1684.6068905786092,1088.1194979034865,0.9190167090349276,1.0881194979034865,0.6698219957118567,45038,842480,168529,797442,167029,45032,1498,1057539,20,44.44444444444445,55.55555555555555,956,44,0.956,0.4444444444444445,21.509999999999998,0.792,27.159090909090907,956,1000,0.4444444444444445,0.956,1.8040580461449158e-271,True,5.0,0.5,0.005,100.0,1.0,7.5,3.0,2.0,0.8
T0p5_c0p005_ratio_1e2_betaR7p5_betaT5p0__rep01,T0p5_c0p005_ratio_1e2_betaR7p5_betaT5p0,1,1001,500,1000,1500,1000,True,958.8122170959431,2945.6187100837947,1986.8064929878515,0.5033202798205847,1.9868064929878515,1.2787092689984547,73559,1471181,294540,1397622,293040,73554,1499,1840774,20,44.44444444444445,55.55555555555555,936,64,0.936,0.4444444444444445,21.06,1.1520000000000001,18.281249999999996,936,1000,0.4444444444444445,0.936,1.111741808158777e-244,True,5.0,0.5,0.005,100.0,1.0,7.5,5.0,2.0,0.8
T0p5_c0p005_ratio_1e2_betaR7p5_betaT5p0__rep02,T0p5_c0p005_ratio_1e2_betaR7p5_betaT5p0,2,1002,500,1000,1500,1000,True,984.8246822117798,2936.5539852278835,1951.7293030161036,0.5123661352292301,1.9517293030161036,1.2822433502425383,73188,1470807,293357,1397619,291857,73181,1498,1838843,20,44.44444444444445,55.55555555555555,943,57,0.943,0.4444444444444445,21.217499999999998,1.026,20.679824561403507,943,1000,0.4444444444444445,0.943,1.1182033398569465e-253,True,5.0,0.5,0.005,100.0,1.0,7.5,5.0,2.0,0.8
T0p5_c0p005_ratio_1e2_betaR7p5_betaT5p0__rep03,T0p5_c0p005_ratio_1e2_betaR7p5_betaT5p0,3,1003,500,1000,1500,1000,True,906.126826788825,2959.8379497724763,2053.7111229836514,0.48692339872376517,2.0537111229836515,1.3481994904331032,73777,1480456,294376,1406679,292876,73772,1499,1850103,20,44.44444444444445,55.55555555555555,942,58,0.942,0.4444444444444445,21.194999999999997,1.044,20.301724137931032,942,1000,0.4444444444444445,0.942,2.274703172552884e-252,True,5.0,0.5,0.005,100.0,1.0,7.5,5.0,2.0,0.8
T0p5_c0p005_ratio_1e2_betaR7p5_betaT5p0__rep04,T0p5_c0p005_ratio_1e2_betaR7p5_betaT5p0,4,1004,500,1000,1500,1000,True,942.956491701508,3005.495400535078,2062.5389088335696,0.4848393384081813,2.0625389088335697,1.4087576688200443,75267,1501909,300132,1426642,298632,75263,1499,1878803,20,44.44444444444445,55.55555555555555,961,39,0.961,0.4444444444444445,21.6225,0.7020000000000001,30.801282051282048,961,1000,0.4444444444444445,0.961,9.455174097393969e-279,True,5.0,0.5,0.005,100.0,1.0,7.5,5.0,2.0,0.8
T0p5_c0p005_ratio_1e2_betaR7p5_betaT5p0__rep05,T0p5_c0p005_ratio_1e2_betaR7p5_betaT5p0,5,1005,500,1000,1500,1000,True,944.6057648110047,3002.576038165902,2057.9702733548975,0.48591566795073415,2.0579702733548975,1.361689198402246,74757,1502632,300719,1427875,299219,74752,1499,1879602,20,44.44444444444445,55.55555555555555,943,57,0.943,0.4444444444444445,21.217499999999998,1.026,20.679824561403507,943,1000,0.4444444444444445,0.943,1.1182033398569465e-253,True,5.0,0.5,0.005,100.0,1.0,7.5,5.0,2.0,0.8
T1e-1_c1e-4_ratio_1e3_betaR2p5_betaT1p2__rep01,T1e-1_c1e-4_ratio_1e3_betaR2p5_betaT1p2,1,1001,500,1000,1500,1000,True,16.29267305699084,39.430636255647016,23.137963198656177,43.219015926954135,0.023137963198656176,0.016194022522599383,16560,19728,3975,3168,2475,16149,1446,41298,20,44.44444444444445,55.55555555555555,435,565,0.435,0.4444444444444445,9.7875,10.170000000000002,0.9623893805309732,435,1000,0.4444444444444445,0.435,0.7363463559963952,False,5.0,0.1,0.0001,1000.0,1.0,2.5,1.2,2.0,0.8
T1e-1_c1e-4_ratio_1e3_betaR2p5_betaT1p2__rep02,T1e-1_c1e-4_ratio_1e3_betaR2p5_betaT1p2,2,1002,500,1000,1500,1000,True,13.975288251187754,37.59376538086305,23.61847712967529,42.339732342165114,0.02361847712967529,0.015157837012594655,16573,18899,3820,2326,2320,16172,1449,40340,20,44.44444444444445,55.55555555555555,408,592,0.408,0.4444444444444445,9.18,10.656,0.8614864864864864,408,1000,0.4444444444444445,0.408,0.9907986355091236,False,5.0,0.1,0.0001,1000.0,1.0,2.5,1.2,2.0,0.8
T1e-1_c1e-4_ratio_1e3_betaR2p5_betaT1p2__rep03,T1e-1_c1e-4_ratio_1e3_betaR2p5_betaT1p2,3,1003,500,1000,1500,1000,True,16.41621753787776,41.14045978800843,24.72424225013067,40.44613338937475,0.02472424225013067,0.016277397884779887,17062,20419,4151,3357,2651,16634,1449,42653,20,44.44444444444445,55.55555555555555,444,556,0.444,0.4444444444444445,9.989999999999998,10.008000000000001,0.9982014388489207,444,1000,0.4444444444444445,0.444,0.5234937600411222,False,5.0,0.1,0.0001,1000.0,1.0,2.5,1.2,2.0,0.8
T1e-1_c1e-4_ratio_1e3_betaR2p5_betaT1p2__rep04,T1e-1_c1e-4_ratio_1e3_betaR2p5_betaT1p2,4,1004,500,1000,1500,1000,True,17.405156045150676,41.45223104666173,24.047075001511054,41.5850992246318,0.024047075001511053,0.01630463840038665,17249,20628,4172,3379,2672,16868,1443,43111,20,44.44444444444445,55.55555555555555,411,589,0.411,0.4444444444444445,9.247499999999999,10.602,0.8722410865874362,411,1000,0.4444444444444445,0.411,0.9848152284010925,False,5.0,0.1,0.0001,1000.0,1.0,2.5,1.2,2.0,0.8
T1e-1_c1e-4_ratio_1e3_betaR2p5_betaT1p2__rep05,T1e-1_c1e-4_ratio_1e3_betaR2p5_betaT1p2,5,1005,500,1000,1500,1000,True,14.227096403384872,37.19858268127534,22.97148627789047,43.5322289512663,0.02297148627789047,0.015336539170810681,15769,18575,3771,2806,2271,15367,1451,39164,20,44.44444444444445,55.55555555555555,444,556,0.444,0.4444444444444445,9.989999999999998,10.008000000000001,0.9982014388489207,444,1000,0.4444444444444445,0.444,0.5234937600411222,False,5.0,0.1,0.0001,1000.0,1.0,2.5,1.2,2.0,0.8
T1e-1_c1e-4_ratio_1e3_betaR2p5_betaT2p0__rep01,T1e-1_c1e-4_ratio_1e3_betaR2p5_betaT2p0,1,1001,500,1000,1500,1000,True,23.77313553409438,54.7963405338326,31.02320499973822,32.23393585570666,0.031023204999738218,0.02146992809428383,16599,27406,5432,10807,3932,16501,1461,50800,20,44.44444444444445,55.55555555555555,455,545,0.455,0.4444444444444445,10.237499999999999,9.81,1.043577981651376,455,1000,0.4444444444444445,0.455,0.2608924218955831,False,5.0,0.1,0.0001,1000.0,1.0,2.5,2.0,2.0,0.8
T1e-1_c1e-4_ratio_1e3_betaR2p5_betaT2p0__rep02,T1e-1_c1e-4_ratio_1e3_betaR2p5_betaT2p0,2,1002,500,1000,1500,1000,True,18.12872737790124,49.8590872600389,31.73035988213766,31.515558087412103,0.03173035988213766,0.02142439394120288,14390,25034,4962,10644,3462,14226,1467,45689,20,44.44444444444445,55.55555555555555,462,538,0.462,0.4444444444444445,10.395,9.684000000000001,1.0734200743494422,462,1000,0.4444444444444445,0.462,0.13891256076455713,False,5.0,0.1,0.0001,1000.0,1.0,2.5,2.0,2.0,0.8
T1e-1_c1e-4_ratio_1e3_betaR2p5_betaT2p0__rep03,T1e-1_c1e-4_ratio_1e3_betaR2p5_betaT2p0,3,1003,500,1000,1500,1000,True,21.047582301698,55.24295647551341,34.19537417381541,29.243721531368266,0.03419537417381541,0.02378522543960848,16124,27547,5621,11423,4121,16006,1471,50645,20,44.44444444444445,55.55555555555555,451,549,0.451,0.4444444444444445,10.147499999999999,9.882000000000001,1.0268670309653913,451,1000,0.4444444444444445,0.451,0.3496189139181083,False,5.0,0.1,0.0001,1000.0,1.0,2.5,2.0,2.0,0.8
T1e-1_c1e-4_ratio_1e3_betaR2p5_betaT2p0__rep04,T1e-1_c1e-4_ratio_1e3_betaR2p5_betaT2p0,4,1004,500,1000,1500,1000,True,20.61757475630379,59.830571173216896,39.21299641691311,25.501749199882266,0.03921299641691311,0.02429055823933446,16530,29915,6109,13385,4609,16372,1468,53864,20,44.44444444444445,55.55555555555555,472,528,0.472,0.4444444444444445,10.62,9.504000000000001,1.1174242424242422,472,1000,0.4444444444444445,0.472,0.04273593670706721,True,5.0,0.1,0.0001,1000.0,1.0,2.5,2.0,2.0,0.8
T1e-1_c1e-4_ratio_1e3_betaR2p5_betaT2p0__rep05,T1e-1_c1e-4_ratio_1e3_betaR2p5_betaT2p0,5,1005,500,1000,1500,1000,True,18.557423927317362,49.37666426163941,30.81924033432205,32.4472631107115,0.03081924033432205,0.02044302818935506,15596,24734,5018,9138,3518,15434,1468,46654,20,44.44444444444445,55.55555555555555,446,554,0.446,0.4444444444444445,10.034999999999998,9.972000000000001,1.0063176895306856,446,1000,0.4444444444444445,0.446,0.47275621692234754,False,5.0,0.1,0.0001,1000.0,1.0,2.5,2.0,2.0,0.8
T1e-1_c1e-4_ratio_1e3_betaR2p5_betaT3p0__rep01,T1e-1_c1e-4_ratio_1e3_betaR2p5_betaT3p0,1,1001,500,1000,1500,1000,True,69.89458827690412,213.60460607955335,143.71001780264925,6.958457143699312,0.14371001780264925,0.05620371608940644,12976,107201,21474,94225,19974,12955,1494,143124,20,44.44444444444445,55.55555555555555,654,346,0.654,0.4444444444444445,14.714999999999998,6.228000000000001,2.3627167630057797,654,1000,0.4444444444444445,0.654,1.262224473611555e-40,True,5.0,0.1,0.0001,1000.0,1.0,2.5,3.0,2.0,0.8
T1e-1_c1e-4_ratio_1e3_betaR2p5_betaT3p0__rep02,T1e-1_c1e-4_ratio_1e3_betaR2p5_betaT3p0,2,1002,500,1000,1500,1000,True,110.05441263205259,259.57758395415465,149.52317132210206,6.687926634767564,0.14952317132210205,0.06069283370518974,12518,130032,26043,117514,24543,12507,1496,170078,20,44.44444444444445,55.55555555555555,694,306,0.694,0.4444444444444445,15.614999999999998,5.508000000000001,2.834967320261437,694,1000,0.4444444444444445,0.694,3.655392788754124e-57,True,5.0,0.1,0.0001,1000.0,1.0,2.5,3.0,2.0,0.8
T1e-1_c1e-4_ratio_1e3_betaR2p5_betaT3p0__rep03,T1e-1_c1e-4_ratio_1e3_betaR2p5_betaT3p0,3,1003,500,1000,1500,1000,True,92.22068990379454,258.458724486011,166.23803458221647,6.015470542064363,0.16623803458221648,0.0615257756521288,12591,128826,26030,116235,24530,12584,1494,168934,20,44.44444444444445,55.55555555555555,663,337,0.663,0.4444444444444445,14.917499999999999,6.066000000000001,2.4591988130563793,663,1000,0.4444444444444445,0.663,4.497379002222635e-44,True,5.0,0.1,0.0001,1000.0,1.0,2.5,3.0,2.0,0.8
T1e-1_c1e-4_ratio_1e3_betaR2p5_betaT3p0__rep04,T1e-1_c1e-4_ratio_1e3_betaR2p5_betaT3p0,4,1004,500,1000,1500,1000,True,53.2154432804537,155.09103005513364,101.87558677467995,9.815894383133399,0.10187558677467995,0.05113541913524955,13010,77381,15517,64371,14017,12968,1480,107346,20,44.44444444444445,55.55555555555555,587,413,0.587,0.4444444444444445,13.207499999999998,7.434000000000001,1.7766343825665853,587,1000,0.4444444444444445,0.587,1.0652789204078878e-19,True,5.0,0.1,0.0001,1000.0,1.0,2.5,3.0,2.0,0.8
T1e-1_c1e-4_ratio_1e3_betaR2p5_betaT3p0__rep05,T1e-1_c1e-4_ratio_1e3_betaR2p5_betaT3p0,5,1005,500,1000,1500,1000,True,88.04724358225494,257.288681678189,169.24143809593406,5.90871840401848,0.16924143809593406,0.05669509141784346,12862,128577,25745,115715,24245,12853,1497,168672,20,44.44444444444445,55.55555555555555,654,346,0.654,0.4444444444444445,14.714999999999998,6.228000000000001,2.3627167630057797,654,1000,0.4444444444444445,0.654,1.262224473611555e-40,True,5.0,0.1,0.0001,1000.0,1.0,2.5,3.0,2.0,0.8
T1e-1_c1e-4_ratio_1e3_betaR2p5_betaT5p0__rep01,T1e-1_c1e-4_ratio_1e3_betaR2p5_betaT5p0,1,1001,500,1000,1500,1000,True,270.2104289034043,858.2535493956256,588.0431204922213,1.700555563277316,0.5880431204922213,0.16363153177411505,13219,430494,85476,417275,83976,13216,1493,530679,20,44.44444444444445,55.55555555555555,801,199,0.801,0.4444444444444445,18.022499999999997,3.5820000000000003,5.031407035175878,801,1000,0.4444444444444445,0.801,2.6096105722575224e-118,True,5.0,0.1,0.0001,1000.0,1.0,2.5,5.0,2.0,0.8
T1e-1_c1e-4_ratio_1e3_betaR2p5_betaT5p0__rep02,T1e-1_c1e-4_ratio_1e3_betaR2p5_betaT5p0,2,1002,500,1000,1500,1000,True,307.5355319398803,945.3439327648979,637.8084008250175,1.567868969280556,0.6378084008250176,0.15184986142963908,13588,474114,94830,460526,93330,13579,1493,584016,20,44.44444444444445,55.55555555555555,779,221,0.779,0.4444444444444445,17.527499999999996,3.978,4.406108597285066,779,1000,0.4444444444444445,0.779,1.6233492671163445e-103,True,5.0,0.1,0.0001,1000.0,1.0,2.5,5.0,2.0,0.8
T1e-1_c1e-4_ratio_1e3_betaR2p5_betaT5p0__rep03,T1e-1_c1e-4_ratio_1e3_betaR2p5_betaT5p0,3,1003,500,1000,1500,1000,True,297.2802551794757,905.5321434653108,608.2518882858351,1.6440557263507765,0.6082518882858351,0.14971743985731223,13093,452216,90405,439123,88905,13078,1483,557182,20,44.44444444444445,55.55555555555555,787,213,0.787,0.4444444444444445,17.7075,3.8340000000000005,4.618544600938966,787,1000,0.4444444444444445,0.787,9.473729089051101e-109,True,5.0,0.1,0.0001,1000.0,1.0,2.5,5.0,2.0,0.8
